b'WHY \xe2\x9d\x93 WHY \xe2\x9d\x93\nWhy these big companies give their holdings to some other countries u all want that again country like\xe2\x80\xa6 https://t.co/WNEuP6vJji',2020-06-20 10:06:53,1,0,#zomato
b'#orderfoodonline \xc2\xa0|\xc2\xa0#Homedelivery\nGood food choice is a good investment! \nNow your favourites from cappuccino are a\xe2\x80\xa6 https://t.co/YTerwLhgJC',2020-06-20 09:43:50,2,0,#zomato
"b""#Zomato who?? \xf0\x9f\x98\x86\nTaking 'drone delivery' to a next level. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/4h4Uf9UwSl""",2020-06-20 09:28:58,2,0,#zomato
b'@dominos ordered a medium cheese burst pizza and one large pizza but it turned out a disaster and this happens each\xe2\x80\xa6 https://t.co/gCec9F69Dj',2020-06-20 08:52:54,0,0,#zomato
"b'RT @Sunny_1583: Yesterday i ordered from @125Gms thru @ZomatoIN \nFood was tasty and properly packed, no spilling, no smell. Everything is s\xe2\x80\xa6'",2020-06-20 08:51:27,0,1,#zomato
b'#ReceivedWrongFoodItem\nI have ordered full plate #PaneerMasala from #zomato. It delivered wrong in quantity and it\xe2\x80\xa6 https://t.co/ch9QEJi1wj',2020-06-20 07:08:29,0,0,#zomato
b'So Zomato sent this \xf0\x9f\x98\x82\n\n#zomato https://t.co/u5REakI1te',2020-06-20 06:52:53,3,0,#zomato
b'RT @BonAppetitJKP: Order your favourite #Kaathi #Rolls now!\n.\nGet a flat 30% #discount. Use the promocode BINGE\n.\n#Order now on #Zomato at\xe2\x80\xa6',2020-06-20 06:47:18,0,1,#zomato
b'Order your favourite #Kaathi #Rolls now!\n.\nGet a flat 30% #discount. Use the promocode BINGE\n.\n#Order now on\xe2\x80\xa6 https://t.co/yvpQxrttny',2020-06-20 06:47:13,0,1,#zomato
"b'RT @AgnihotriLaksh: Intelligent people referring #Dream11 ,, #Paytm ,#zomato ,#swiggy as chinese apps, first go and do some research .\nChin\xe2\x80\xa6'",2020-06-20 06:23:14,0,1,#zomato
"b'OLD MONK LOVERS Special Menu, Delivering NOW. #3BROS Commitment towards COVID-19. We follow all WHO and Indian govt\xe2\x80\xa6 https://t.co/ao29cK7oiw'",2020-06-20 06:11:08,0,0,#zomato
b'RT @bsindia: TechEagle now aims to create an on-demand drone delivery network in India for package delivery starting with healthcare and es\xe2\x80\xa6',2020-06-20 05:44:19,0,2,#zomato
"b'RT @dosa_idli: No more waiting to enjoy your favourite #DOSA #IDLI \nDelicious,Healthy,Special Sanitized with Highly Precautionary PACKED.\xe2\x80\xa6'",2020-06-20 05:28:23,0,1,#zomato
"b'No more waiting to enjoy your favourite #DOSA #IDLI \nDelicious,Healthy,Special Sanitized with Highly Precautionary\xe2\x80\xa6 https://t.co/25IUvbES2q'",2020-06-20 05:27:47,1,1,#zomato
b'RT @bsindia: TechEagle now aims to create an on-demand drone delivery network in India for package delivery starting with healthcare and es\xe2\x80\xa6',2020-06-20 05:26:06,0,2,#zomato
b'TechEagle now aims to create an on-demand drone delivery network in India for package delivery starting with health\xe2\x80\xa6 https://t.co/vUgPuB6Yft',2020-06-20 05:25:00,6,2,#zomato
b'Try 9am Mixed Fruit Jam. Now available on ZOMATO AND SWIGGY\n\n#jam #zomato #swiggy #mixedfruitjam #online #9am\xe2\x80\xa6 https://t.co/XDvG1crHDG',2020-06-20 05:15:25,0,0,#zomato
"b'""A pillowy steamed savory cake made from rice and lentil batter.""\n.\n.\n.\n.\n.\n.\n.\nIdli.\n#zomato'",2020-06-20 04:37:06,1,0,#zomato
b'#technews #podcasting - #Facebook takes down #DonaldTrump campaign using Nazi symbol after initially approving; how\xe2\x80\xa6 https://t.co/E4nZ4UNGxV',2020-06-20 04:29:43,4,1,#zomato
"b'Intelligent people referring #Dream11 ,, #Paytm ,#zomato ,#swiggy as chinese apps, first go and do some research .\xe2\x80\xa6 https://t.co/PQiZqwaQgF'",2020-06-20 04:26:27,2,1,#zomato
b'@zomatocare @ZomatoIN Guys. Order was given at 8:06 AM today. Its 9:30 AM now &amp; I am still waiting for it. What rub\xe2\x80\xa6 https://t.co/lfwoX0j7AE',2020-06-20 04:00:58,0,0,#zomato
"b'TechEagle, the drone manufacturer and consultant start-up Zomato acquired in December 2018, has decided to part way\xe2\x80\xa6 https://t.co/bzNqrrQC0D'",2020-06-20 03:57:34,0,0,#zomato
b'Dilli6 Ke Paranthe \nGhar Jaisa Khana..\nMeal for 2@Rs.250/- Only\n#dilli6onwheels\n#dilli6onwheels_jiasarai \nWith 2 Ou\xe2\x80\xa6 https://t.co/jQe8SolZ4P',2020-06-20 03:36:07,0,0,#zomato
